energy densities(Feature),"Nevertheless, despite the economic advantage of production process, the large-scale production of these metal-based batteries have been limited by their lower gravimetric and volumetric energy densities."
Redistribution(Processing),Redistribution of Na+ ions from the most stable Na1 sites to Na2 on increasing Na+ total content further facilitates the concerted migration and promotes the Na+ ion mobility.
concerted migration(Processing),Redistribution of Na+ ions from the most stable Na1 sites to Na2 on increasing Na+ total content further facilitates the concerted migration and promotes the Na+ ion mobility.
mobility(Feature),Redistribution of Na+ ions from the most stable Na1 sites to Na2 on increasing Na+ total content further facilitates the concerted migration and promotes the Na+ ion mobility.
coated with(Feature),Glass slides were coated with Sn on one side for profilometry and cross-sectional SEM for determination of Sn thickness.
Sn(Composition),Glass slides were coated with Sn on one side for profilometry and cross-sectional SEM for determination of Sn thickness.
SEM(Characterization),Glass slides were coated with Sn on one side for profilometry and cross-sectional SEM for determination of Sn thickness.
polypropylene(Composition),This coating was cast onto a polypropylene sheet (to prevent the film from sticking) and dried at 50 degree C to evaporate the THF.
50 degree C(Condition),This coating was cast onto a polypropylene sheet (to prevent the film from sticking) and dried at 50 degree C to evaporate the THF.
Cr-Al2O3(Composition),The cell with the Cr-Al2O3 bilayer was also constructed and tested to examine the effects of the  electronically-insulating Al2O3 layer (which likely converts to a Li conducting LiAlOx phase in contact with Li).
Al2O3(Composition),The cell with the Cr-Al2O3 bilayer was also constructed and tested to examine the effects of the  electronically-insulating Al2O3 layer (which likely converts to a Li conducting LiAlOx phase in contact with Li).
Li(Composition),The cell with the Cr-Al2O3 bilayer was also constructed and tested to examine the effects of the  electronically-insulating Al2O3 layer (which likely converts to a Li conducting LiAlOx phase in contact with Li).
phase(Structure),The cell with the Cr-Al2O3 bilayer was also constructed and tested to examine the effects of the  electronically-insulating Al2O3 layer (which likely converts to a Li conducting LiAlOx phase in contact with Li).
Li(Composition),The cell with the Cr-Al2O3 bilayer was also constructed and tested to examine the effects of the  electronically-insulating Al2O3 layer (which likely converts to a Li conducting LiAlOx phase in contact with Li).
capacity retention(Feature),The capacity retention at 117 mA g?1 was 83.5% of that at 11.7 mA g?1 at 75 degree C.
117 mA g?1(Condition),The capacity retention at 117 mA g?1 was 83.5% of that at 11.7 mA g?1 at 75 degree C.
75 degree C(Condition),The capacity retention at 117 mA g?1 was 83.5% of that at 11.7 mA g?1 at 75 degree C.
seawater battery(Application),"This seawater battery is charged by generated electricity of solar cells during the daytime, and then continuously powers buoy at nighttime."
electrochemical deposition(Processing),This behavior suggests that this sample features direct electrochemical deposition of Li metal without significant reaction of the LAGP to form an interphase.
Li metal(Composition),This behavior suggests that this sample features direct electrochemical deposition of Li metal without significant reaction of the LAGP to form an interphase.
LAGP(Composition),This behavior suggests that this sample features direct electrochemical deposition of Li metal without significant reaction of the LAGP to form an interphase.
Zeiss Ultra60 FE-SEM(Characterization),The instrument used was a Zeiss Ultra60 FE-SEM with an accelerating voltage of 5 or 10 kV.
accelerating voltage(Condition),The instrument used was a Zeiss Ultra60 FE-SEM with an accelerating voltage of 5 or 10 kV.
5 or 10 kV(Condition),The instrument used was a Zeiss Ultra60 FE-SEM with an accelerating voltage of 5 or 10 kV.
Sn-coated(Feature),"Cells assembled with Sn-coated NaSICON, regardless of Sn coating thickness, see the two semicircles present before cycling change to a single semicircle after cycling."
cycling(Processing),"Cells assembled with Sn-coated NaSICON, regardless of Sn coating thickness, see the two semicircles present before cycling change to a single semicircle after cycling."
SPS method(Characterization),LAGP pellets were prepared by the SPS method at various temperatures from powdered LAGP ceramic prepared via a melt quenching method.
powdered(Feature),LAGP pellets were prepared by the SPS method at various temperatures from powdered LAGP ceramic prepared via a melt quenching method.
melt quenching method(Characterization),LAGP pellets were prepared by the SPS method at various temperatures from powdered LAGP ceramic prepared via a melt quenching method.
Lithium-ion batteries(Application),"At present, Lithium-ion batteries (LIBs) are the most widely used rechargeable energy storage systems."
LIBs(Application),"At present, Lithium-ion batteries (LIBs) are the most widely used rechargeable energy storage systems."
Li-Ge(Composition),"The evolution of the amorphous Li-Ge phase due to the reduction of Ge would generate new amorphous/crystalline phase boundaries in the LAGP, making it more vulnerable during cycling due to inhomogeneous lithium diffusion."
phase(Structure),"The evolution of the amorphous Li-Ge phase due to the reduction of Ge would generate new amorphous/crystalline phase boundaries in the LAGP, making it more vulnerable during cycling due to inhomogeneous lithium diffusion."
Ge(Composition),"The evolution of the amorphous Li-Ge phase due to the reduction of Ge would generate new amorphous/crystalline phase boundaries in the LAGP, making it more vulnerable during cycling due to inhomogeneous lithium diffusion."
amorphous(Structure),"The evolution of the amorphous Li-Ge phase due to the reduction of Ge would generate new amorphous/crystalline phase boundaries in the LAGP, making it more vulnerable during cycling due to inhomogeneous lithium diffusion."
crystalline(Structure),"The evolution of the amorphous Li-Ge phase due to the reduction of Ge would generate new amorphous/crystalline phase boundaries in the LAGP, making it more vulnerable during cycling due to inhomogeneous lithium diffusion."
LAGP(Composition),"The evolution of the amorphous Li-Ge phase due to the reduction of Ge would generate new amorphous/crystalline phase boundaries in the LAGP, making it more vulnerable during cycling due to inhomogeneous lithium diffusion."
inhomogeneous lithium diffusion(Processing),"The evolution of the amorphous Li-Ge phase due to the reduction of Ge would generate new amorphous/crystalline phase boundaries in the LAGP, making it more vulnerable during cycling due to inhomogeneous lithium diffusion."
migration channel(Structure),"In this work, we identified the migration channels and bottlenecks in the rhombohedral NASICON and unraveled the preferential migration channel for Na+ ion diffusion by crystal structure analysis, BVEL analysis, and AIMD simulations."
bottleneck(Structure),"In this work, we identified the migration channels and bottlenecks in the rhombohedral NASICON and unraveled the preferential migration channel for Na+ ion diffusion by crystal structure analysis, BVEL analysis, and AIMD simulations."
rhombohedral(Feature),"In this work, we identified the migration channels and bottlenecks in the rhombohedral NASICON and unraveled the preferential migration channel for Na+ ion diffusion by crystal structure analysis, BVEL analysis, and AIMD simulations."
migration channel(Structure),"In this work, we identified the migration channels and bottlenecks in the rhombohedral NASICON and unraveled the preferential migration channel for Na+ ion diffusion by crystal structure analysis, BVEL analysis, and AIMD simulations."
Na+ ion(Composition),"In this work, we identified the migration channels and bottlenecks in the rhombohedral NASICON and unraveled the preferential migration channel for Na+ ion diffusion by crystal structure analysis, BVEL analysis, and AIMD simulations."
diffusion(Processing),"In this work, we identified the migration channels and bottlenecks in the rhombohedral NASICON and unraveled the preferential migration channel for Na+ ion diffusion by crystal structure analysis, BVEL analysis, and AIMD simulations."
crystal structure analysis(Characterization),"In this work, we identified the migration channels and bottlenecks in the rhombohedral NASICON and unraveled the preferential migration channel for Na+ ion diffusion by crystal structure analysis, BVEL analysis, and AIMD simulations."
BVEL analysis(Characterization),"In this work, we identified the migration channels and bottlenecks in the rhombohedral NASICON and unraveled the preferential migration channel for Na+ ion diffusion by crystal structure analysis, BVEL analysis, and AIMD simulations."
AIMD simulations(Characterization),"In this work, we identified the migration channels and bottlenecks in the rhombohedral NASICON and unraveled the preferential migration channel for Na+ ion diffusion by crystal structure analysis, BVEL analysis, and AIMD simulations."
static wetting testing(Characterization),"It is shown that static wetting testing, as measured by the contact angle of molten sodium on NaSICON, does not accurately predict battery performance due to the dynamic formation of a chaperone NaSn phase during cycling."
contact angle(Feature),"It is shown that static wetting testing, as measured by the contact angle of molten sodium on NaSICON, does not accurately predict battery performance due to the dynamic formation of a chaperone NaSn phase during cycling."
molten sodium(Composition),"It is shown that static wetting testing, as measured by the contact angle of molten sodium on NaSICON, does not accurately predict battery performance due to the dynamic formation of a chaperone NaSn phase during cycling."
formation(Processing),"It is shown that static wetting testing, as measured by the contact angle of molten sodium on NaSICON, does not accurately predict battery performance due to the dynamic formation of a chaperone NaSn phase during cycling."
NaSn(Composition),"It is shown that static wetting testing, as measured by the contact angle of molten sodium on NaSICON, does not accurately predict battery performance due to the dynamic formation of a chaperone NaSn phase during cycling."
phase(Structure),"It is shown that static wetting testing, as measured by the contact angle of molten sodium on NaSICON, does not accurately predict battery performance due to the dynamic formation of a chaperone NaSn phase during cycling."
cycling(Processing),"It is shown that static wetting testing, as measured by the contact angle of molten sodium on NaSICON, does not accurately predict battery performance due to the dynamic formation of a chaperone NaSn phase during cycling."
reversibility(Feature),"Once activated, the reversibility was maintained at 25 degree C with a minor fluctuation albeit the reduction in the capacity (70 mAh g?1 at 5.85 mA g?1)."
25 degree C(Condition),"Once activated, the reversibility was maintained at 25 degree C with a minor fluctuation albeit the reduction in the capacity (70 mAh g?1 at 5.85 mA g?1)."
fluctuation(Feature),"Once activated, the reversibility was maintained at 25 degree C with a minor fluctuation albeit the reduction in the capacity (70 mAh g?1 at 5.85 mA g?1)."
cooled(Processing),"After five and half cycles (at discharged state), the cell was cooled to 25 degree C and the cycling was continued (Figure 4c)."
25 degree C(Condition),"After five and half cycles (at discharged state), the cell was cooled to 25 degree C and the cycling was continued (Figure 4c)."
cycling(Processing),"After five and half cycles (at discharged state), the cell was cooled to 25 degree C and the cycling was continued (Figure 4c)."
Cr-protected(Feature),"In the Cr-protected LAGP cells, the Cr layer represents an additional barrier for Li transport, which could frustrate Li plating/stripping and favor electrochemical conversion."
LAGP(Composition),"In the Cr-protected LAGP cells, the Cr layer represents an additional barrier for Li transport, which could frustrate Li plating/stripping and favor electrochemical conversion."
Cr layer(Feature),"In the Cr-protected LAGP cells, the Cr layer represents an additional barrier for Li transport, which could frustrate Li plating/stripping and favor electrochemical conversion."
Li(Composition),"In the Cr-protected LAGP cells, the Cr layer represents an additional barrier for Li transport, which could frustrate Li plating/stripping and favor electrochemical conversion."
transport(Property_Behavior),"In the Cr-protected LAGP cells, the Cr layer represents an additional barrier for Li transport, which could frustrate Li plating/stripping and favor electrochemical conversion."
Li(Composition),"In the Cr-protected LAGP cells, the Cr layer represents an additional barrier for Li transport, which could frustrate Li plating/stripping and favor electrochemical conversion."
plating(Feature),"In the Cr-protected LAGP cells, the Cr layer represents an additional barrier for Li transport, which could frustrate Li plating/stripping and favor electrochemical conversion."
stripping(Feature),"In the Cr-protected LAGP cells, the Cr layer represents an additional barrier for Li transport, which could frustrate Li plating/stripping and favor electrochemical conversion."
current densities(Feature),"Unfortunately, it still showed continuous capacity fading at high current densities due to limited total Li+ conductivity."
Li+(Composition),"Unfortunately, it still showed continuous capacity fading at high current densities due to limited total Li+ conductivity."
conductivity(Feature),"Unfortunately, it still showed continuous capacity fading at high current densities due to limited total Li+ conductivity."
Sn(Composition),"We surmise that incomplete wetting is related to the observed lower performance, possibly due to reduced Sn solubility on less optimally-wetted surfaces."
solubility(Feature),"We surmise that incomplete wetting is related to the observed lower performance, possibly due to reduced Sn solubility on less optimally-wetted surfaces."
Na+ ion diffusion(Processing),"In the next few year, Kohler et al. argued that the Na1?Na2 channel is the only choice for Na+ ion diffusion and limited by two triangular bottlenecks in the Na1?Na2 channel."
CIBs(Application),"CIBs being the early stage of development, it would be vital to discover new cathode materials with high capacity, high operating voltage, and reversibility toward the realization of CIB technology."
cathode material(Application),"CIBs being the early stage of development, it would be vital to discover new cathode materials with high capacity, high operating voltage, and reversibility toward the realization of CIB technology."
capacity(Feature),"CIBs being the early stage of development, it would be vital to discover new cathode materials with high capacity, high operating voltage, and reversibility toward the realization of CIB technology."
operating voltage(Feature),"CIBs being the early stage of development, it would be vital to discover new cathode materials with high capacity, high operating voltage, and reversibility toward the realization of CIB technology."
reversibility(Feature),"CIBs being the early stage of development, it would be vital to discover new cathode materials with high capacity, high operating voltage, and reversibility toward the realization of CIB technology."
wettability tests(Characterization),All wettability tests were performed in a glovebox under an Ar atmosphere.
Ar(Composition),All wettability tests were performed in a glovebox under an Ar atmosphere.
1450 degree C(Condition),"Thereafter, the temperature was increased to 1450 degree C and kept at this value for 1 h to produce and homogenize the melt."
1 h(Condition),"Thereafter, the temperature was increased to 1450 degree C and kept at this value for 1 h to produce and homogenize the melt."
LAGP(Composition),Severe germanium reduction and decrease in LAGP particle size are detected at the Li?LAGP interface at elevated temperature.
particle(Structure),Severe germanium reduction and decrease in LAGP particle size are detected at the Li?LAGP interface at elevated temperature.
Li?LAGP(Composition),Severe germanium reduction and decrease in LAGP particle size are detected at the Li?LAGP interface at elevated temperature.
elevated temperature(Condition),Severe germanium reduction and decrease in LAGP particle size are detected at the Li?LAGP interface at elevated temperature.
jump event(Feature),"By using this code, except for the site occupancy and the jump events, it could be easily determined whether two jump events are correlated in time and space and further obtain the ratio of the correlated jumps, due to the improvement on determining the position of each Na+ during the AIMD simulations."
correlated jumps(Processing),"By using this code, except for the site occupancy and the jump events, it could be easily determined whether two jump events are correlated in time and space and further obtain the ratio of the correlated jumps, due to the improvement on determining the position of each Na+ during the AIMD simulations."
AIMD simulations(Characterization),"By using this code, except for the site occupancy and the jump events, it could be easily determined whether two jump events are correlated in time and space and further obtain the ratio of the correlated jumps, due to the improvement on determining the position of each Na+ during the AIMD simulations."
scanning electron microscopy(Characterization),"According to scanning electron microscopy (SEM) micro-graphs of the LAGP pellet prepared by solid-state sintering (Figure 1a, i.e., the starting material for SPS processing), the average grain size is around 490 nm."
SEM(Characterization),"According to scanning electron microscopy (SEM) micro-graphs of the LAGP pellet prepared by solid-state sintering (Figure 1a, i.e., the starting material for SPS processing), the average grain size is around 490 nm."
sintering(Processing),"According to scanning electron microscopy (SEM) micro-graphs of the LAGP pellet prepared by solid-state sintering (Figure 1a, i.e., the starting material for SPS processing), the average grain size is around 490 nm."
SPS(Processing),"According to scanning electron microscopy (SEM) micro-graphs of the LAGP pellet prepared by solid-state sintering (Figure 1a, i.e., the starting material for SPS processing), the average grain size is around 490 nm."
cycling(Processing),"An increase in lattice a of LAGP due to cycling is evident: parameter a is 8.2570 ? for the pristine sample and increases to 8.2585 ? and 8.2590 ? for the LAGP cycled at 25 and 80 degree C, respectively."
25 and 80 degree C(Condition),"An increase in lattice a of LAGP due to cycling is evident: parameter a is 8.2570 ? for the pristine sample and increases to 8.2585 ? and 8.2590 ? for the LAGP cycled at 25 and 80 degree C, respectively."
SPS(Processing),"Besides a quantitative phase analysis, this allows to semiquantitatively distinguish the effect of SPS processing on crystallite size and strain in the resulting membranes."
crystallite(Structure),"Besides a quantitative phase analysis, this allows to semiquantitatively distinguish the effect of SPS processing on crystallite size and strain in the resulting membranes."
DFT Calculations(Characterization),DFT Calculations: All DFT calculations in this work were performed using the Vienna ab initio simulation package (VASP) with the plane-wave projector augmented (PAW) method.
DFT calculations(Characterization),DFT Calculations: All DFT calculations in this work were performed using the Vienna ab initio simulation package (VASP) with the plane-wave projector augmented (PAW) method.
Vienna ab initio simulation package(Characterization),DFT Calculations: All DFT calculations in this work were performed using the Vienna ab initio simulation package (VASP) with the plane-wave projector augmented (PAW) method.
VASP(Characterization),DFT Calculations: All DFT calculations in this work were performed using the Vienna ab initio simulation package (VASP) with the plane-wave projector augmented (PAW) method.
plane-wave projector(Characterization),DFT Calculations: All DFT calculations in this work were performed using the Vienna ab initio simulation package (VASP) with the plane-wave projector augmented (PAW) method.
SEM(Characterization),"The darker contrast of the interphase in the SEM images arises because of the higher electronic conductivity of the interphase and the incorporation of a significant amount of Li, which has a lower atomic number."
electronic conductivity(Property_Behavior),"The darker contrast of the interphase in the SEM images arises because of the higher electronic conductivity of the interphase and the incorporation of a significant amount of Li, which has a lower atomic number."
incorporation(Property_Behavior),"The darker contrast of the interphase in the SEM images arises because of the higher electronic conductivity of the interphase and the incorporation of a significant amount of Li, which has a lower atomic number."
Li(Composition),"The darker contrast of the interphase in the SEM images arises because of the higher electronic conductivity of the interphase and the incorporation of a significant amount of Li, which has a lower atomic number."
Ragone tests(Characterization),The Ragone tests in Figure 1d were conducted on symmetrical cells at different temperatures.
symmetrical cells(Application),The Ragone tests in Figure 1d were conducted on symmetrical cells at different temperatures.
SWB(Application),"Our team as a pioneer of SWB systems, have put intense efforts toward investigating several concerns for developing anode liquid electrolytes, Na+ ion-conductive membranes, electrode materials for the anode, and cathode sides and cell system."
anode liquid electrolyte(Application),"Our team as a pioneer of SWB systems, have put intense efforts toward investigating several concerns for developing anode liquid electrolytes, Na+ ion-conductive membranes, electrode materials for the anode, and cathode sides and cell system."
Na+ ion-conductive membrane(Application),"Our team as a pioneer of SWB systems, have put intense efforts toward investigating several concerns for developing anode liquid electrolytes, Na+ ion-conductive membranes, electrode materials for the anode, and cathode sides and cell system."
heat treatment(Processing),"In their study, the ceramic LAGP powder was obtained from glassy LAGP by heat treatment at 950 degree C for 18 h."
950 degree C(Condition),"In their study, the ceramic LAGP powder was obtained from glassy LAGP by heat treatment at 950 degree C for 18 h."
18 h(Condition),"In their study, the ceramic LAGP powder was obtained from glassy LAGP by heat treatment at 950 degree C for 18 h."
cycled(Processing),"On the other hand, the electrolyte cycled at 25 degree C showed only Al-rich segregated particles, which are possibly AlPO4, as indicated by Figure S6, Supporting Information."
25 degree C(Condition),"On the other hand, the electrolyte cycled at 25 degree C showed only Al-rich segregated particles, which are possibly AlPO4, as indicated by Figure S6, Supporting Information."
AlPO4(Composition),"On the other hand, the electrolyte cycled at 25 degree C showed only Al-rich segregated particles, which are possibly AlPO4, as indicated by Figure S6, Supporting Information."
150 degree C(Condition),"Trimethyl aluminum (Sigma-Aldrich, 97%) and DI water were used as precursors, and nitrogen was used as the carrier gas. The process temperature was 150 degree C, the process pressure was 0.33 Torr, and the base pressure was below 0.06 Torr."
0.33 Torr(Condition),"Trimethyl aluminum (Sigma-Aldrich, 97%) and DI water were used as precursors, and nitrogen was used as the carrier gas. The process temperature was 150 degree C, the process pressure was 0.33 Torr, and the base pressure was below 0.06 Torr."
0.06 Torr(Condition),"Trimethyl aluminum (Sigma-Aldrich, 97%) and DI water were used as precursors, and nitrogen was used as the carrier gas. The process temperature was 150 degree C, the process pressure was 0.33 Torr, and the base pressure was below 0.06 Torr."
conductivity(Feature),The improved performance of the new design is attributed to increased conductivity and the efficient space utilization of the system.
space utilization(Feature),The improved performance of the new design is attributed to increased conductivity and the efficient space utilization of the system.
Li(Composition),"It is difficult to determine the amount of Li plating/stripping solely from the electrochemical response in galvanostatic cycling of symmetric cells, and the extended galvanostatic cycling thus does not directly translate into extended Li plating/stripping."
plating(Feature),"It is difficult to determine the amount of Li plating/stripping solely from the electrochemical response in galvanostatic cycling of symmetric cells, and the extended galvanostatic cycling thus does not directly translate into extended Li plating/stripping."
stripping(Feature),"It is difficult to determine the amount of Li plating/stripping solely from the electrochemical response in galvanostatic cycling of symmetric cells, and the extended galvanostatic cycling thus does not directly translate into extended Li plating/stripping."
current densities(Feature),The power performance of the designed cell was compared with that of coin cell with performing a discharge current densities at 8 mA cm-2 and analyzing the terminated discharge potential (Figure 4d).
discharge potential(Feature),The power performance of the designed cell was compared with that of coin cell with performing a discharge current densities at 8 mA cm-2 and analyzing the terminated discharge potential (Figure 4d).
Li1+xAlxGe2?x(PO4)3(Composition),"NASICON-type Li1+xAlxGe2?x(PO4)3 (LAGP) is a promising electrolyte with high ionic conductivity (>10?4 Scm?1), excellent oxidation stability, and moderate sintering temperature."
LAGP(Composition),"NASICON-type Li1+xAlxGe2?x(PO4)3 (LAGP) is a promising electrolyte with high ionic conductivity (>10?4 Scm?1), excellent oxidation stability, and moderate sintering temperature."
ionic conductivity(Feature),"NASICON-type Li1+xAlxGe2?x(PO4)3 (LAGP) is a promising electrolyte with high ionic conductivity (>10?4 Scm?1), excellent oxidation stability, and moderate sintering temperature."
oxidation stability(Feature),"NASICON-type Li1+xAlxGe2?x(PO4)3 (LAGP) is a promising electrolyte with high ionic conductivity (>10?4 Scm?1), excellent oxidation stability, and moderate sintering temperature."
sintering temperature(Feature),"NASICON-type Li1+xAlxGe2?x(PO4)3 (LAGP) is a promising electrolyte with high ionic conductivity (>10?4 Scm?1), excellent oxidation stability, and moderate sintering temperature."
jump event(Feature),"As can be seen, the jump events in Na3?Na3 channel are very rare (below 3%), while the jump events in Na1?Na3 channel are predominant."
Na3?Na3(Composition),"As can be seen, the jump events in Na3?Na3 channel are very rare (below 3%), while the jump events in Na1?Na3 channel are predominant."
channel(Structure),"As can be seen, the jump events in Na3?Na3 channel are very rare (below 3%), while the jump events in Na1?Na3 channel are predominant."
jump event(Feature),"As can be seen, the jump events in Na3?Na3 channel are very rare (below 3%), while the jump events in Na1?Na3 channel are predominant."
Na1?Na3(Composition),"As can be seen, the jump events in Na3?Na3 channel are very rare (below 3%), while the jump events in Na1?Na3 channel are predominant."
channel(Structure),"As can be seen, the jump events in Na3?Na3 channel are very rare (below 3%), while the jump events in Na1?Na3 channel are predominant."
electrochemical stability(Property_Behavior),"Beyond demonstrating unprecedented electrochemical stability for the Li/LAGP interface, these results indicate that stable performance may be attained through interface engineering specifically designed to control interphase formation in a variety of unstable materials."
25 degree C(Condition),The voltage profile evolution of the sample cycled at 25 degree C is related to the probable formation of soft dendrites in agreement with Albertus et al.
charge capacity(Feature),"The initial charge capacity was 90 mAh g?1, which matched the last discharge capacity at 75 degree C."
discharge capacity(Feature),"The initial charge capacity was 90 mAh g?1, which matched the last discharge capacity at 75 degree C."
75 degree C(Condition),"The initial charge capacity was 90 mAh g?1, which matched the last discharge capacity at 75 degree C."
Bader charge analysis(Characterization),Bader charge analysis was carried out within the Density Functional Theory calculations to characterize the charge accumulation on the local environment of bare and sulfur doped LATP structures.
Density Functional Theory calculation(Characterization),Bader charge analysis was carried out within the Density Functional Theory calculations to characterize the charge accumulation on the local environment of bare and sulfur doped LATP structures.
sulfur doped(Feature),Bader charge analysis was carried out within the Density Functional Theory calculations to characterize the charge accumulation on the local environment of bare and sulfur doped LATP structures.
Ge(Composition),"This is similar to the lithiation process of the Ge reference electrode, which tends to form Li?Ge alloys and results in a significant decrease in peak magnitude."
Li?Ge(Composition),"This is similar to the lithiation process of the Ge reference electrode, which tends to form Li?Ge alloys and results in a significant decrease in peak magnitude."
SEM(Characterization),The microscopic structure and particle size distribution of the samples were examined using SEM (Zeiss Supra 40 VP).
exchange reaction(Processing),The exchange reaction also seems to be strongly related to the activation process observed during the initial cycles.
activation(Processing),The exchange reaction also seems to be strongly related to the activation process observed during the initial cycles.
Electrical Conductivity(Feature),"Electrical Conductivity: The electrical conductivities of a LAGP pellet and a LAGP-PVDF thin film were determined by 2-pin probe measurement using a Hiresta-UO (Model MCP-HT450, Mitsubishi Chemical Analytech) applying a voltage limit of 100 V ."
LAGP(Composition),"Electrical Conductivity: The electrical conductivities of a LAGP pellet and a LAGP-PVDF thin film were determined by 2-pin probe measurement using a Hiresta-UO (Model MCP-HT450, Mitsubishi Chemical Analytech) applying a voltage limit of 100 V ."
LAGP-PVDF(Composition),"Electrical Conductivity: The electrical conductivities of a LAGP pellet and a LAGP-PVDF thin film were determined by 2-pin probe measurement using a Hiresta-UO (Model MCP-HT450, Mitsubishi Chemical Analytech) applying a voltage limit of 100 V ."
heating(Processing),"After heating to 200 degree C to induce the sol-gel reaction, the gel was calcined at 350 degree C for 24 h until the color became black."
200 degree C(Condition),"After heating to 200 degree C to induce the sol-gel reaction, the gel was calcined at 350 degree C for 24 h until the color became black."
sol-gel reaction(Processing),"After heating to 200 degree C to induce the sol-gel reaction, the gel was calcined at 350 degree C for 24 h until the color became black."
calcined(Processing),"After heating to 200 degree C to induce the sol-gel reaction, the gel was calcined at 350 degree C for 24 h until the color became black."
350 degree C(Condition),"After heating to 200 degree C to induce the sol-gel reaction, the gel was calcined at 350 degree C for 24 h until the color became black."
24 h(Condition),"After heating to 200 degree C to induce the sol-gel reaction, the gel was calcined at 350 degree C for 24 h until the color became black."
morphologies(Feature),"The morphologies and microstructures of as-prepared LAGP were examined by field-emission scanning electron microscopy (FESEM, JEOL JSM-7000F) and transmission electron microscopy (TEM, ARM-200F, JEOL) combined with an energy dispersive X-ray spectroscopy (EDS)."
microstructures(Feature),"The morphologies and microstructures of as-prepared LAGP were examined by field-emission scanning electron microscopy (FESEM, JEOL JSM-7000F) and transmission electron microscopy (TEM, ARM-200F, JEOL) combined with an energy dispersive X-ray spectroscopy (EDS)."
field-emission scanning electron microscopy(Characterization),"The morphologies and microstructures of as-prepared LAGP were examined by field-emission scanning electron microscopy (FESEM, JEOL JSM-7000F) and transmission electron microscopy (TEM, ARM-200F, JEOL) combined with an energy dispersive X-ray spectroscopy (EDS)."
FESEM(Characterization),"The morphologies and microstructures of as-prepared LAGP were examined by field-emission scanning electron microscopy (FESEM, JEOL JSM-7000F) and transmission electron microscopy (TEM, ARM-200F, JEOL) combined with an energy dispersive X-ray spectroscopy (EDS)."
transmission electron microscopy(Characterization),"The morphologies and microstructures of as-prepared LAGP were examined by field-emission scanning electron microscopy (FESEM, JEOL JSM-7000F) and transmission electron microscopy (TEM, ARM-200F, JEOL) combined with an energy dispersive X-ray spectroscopy (EDS)."
TEM(Characterization),"The morphologies and microstructures of as-prepared LAGP were examined by field-emission scanning electron microscopy (FESEM, JEOL JSM-7000F) and transmission electron microscopy (TEM, ARM-200F, JEOL) combined with an energy dispersive X-ray spectroscopy (EDS)."
energy dispersive X-ray spectroscopy(Characterization),"The morphologies and microstructures of as-prepared LAGP were examined by field-emission scanning electron microscopy (FESEM, JEOL JSM-7000F) and transmission electron microscopy (TEM, ARM-200F, JEOL) combined with an energy dispersive X-ray spectroscopy (EDS)."
EDS(Characterization),"The morphologies and microstructures of as-prepared LAGP were examined by field-emission scanning electron microscopy (FESEM, JEOL JSM-7000F) and transmission electron microscopy (TEM, ARM-200F, JEOL) combined with an energy dispersive X-ray spectroscopy (EDS)."
trajectory analysis(Characterization),"As a consequence, using appropriate temporal and spatial conditions in the trajectory analysis, we identify correlated jumps, as proposed by Klerk et al."
jump(Processing),"As a consequence, using appropriate temporal and spatial conditions in the trajectory analysis, we identify correlated jumps, as proposed by Klerk et al."
SPS(Processing),The SPS experimental results show that the highly dense LAGP solid electrolytes with desirable ionic conductivities can be prepared reliably and with a short sintering time of 5 min at a low processing temperature of 750 degree C (compared to 850 degree C for 2 h for the conventional samples).
750 degree C(Condition),The SPS experimental results show that the highly dense LAGP solid electrolytes with desirable ionic conductivities can be prepared reliably and with a short sintering time of 5 min at a low processing temperature of 750 degree C (compared to 850 degree C for 2 h for the conventional samples).
850 degree C(Condition),The SPS experimental results show that the highly dense LAGP solid electrolytes with desirable ionic conductivities can be prepared reliably and with a short sintering time of 5 min at a low processing temperature of 750 degree C (compared to 850 degree C for 2 h for the conventional samples).
Na(Composition),Both a piece of NaSICON and Na metal were heated on an Al block to 110 degree C.
Al(Composition),Both a piece of NaSICON and Na metal were heated on an Al block to 110 degree C.
110 degree C(Condition),Both a piece of NaSICON and Na metal were heated on an Al block to 110 degree C.
chaperone phases(Structure),"Here, in situ formation of tin-based chaperone phases on solid state NaSICON ion conductor surfaces is shown in this work to greatly improve charge transfer and lower interfacial resistance in sodium symmetric cells operated at 110 degree C at current densities up to an aggressive 50 mA cm-2."
110 degree C(Condition),"Here, in situ formation of tin-based chaperone phases on solid state NaSICON ion conductor surfaces is shown in this work to greatly improve charge transfer and lower interfacial resistance in sodium symmetric cells operated at 110 degree C at current densities up to an aggressive 50 mA cm-2."
aggressive 50 mA cm-2(Condition),"Here, in situ formation of tin-based chaperone phases on solid state NaSICON ion conductor surfaces is shown in this work to greatly improve charge transfer and lower interfacial resistance in sodium symmetric cells operated at 110 degree C at current densities up to an aggressive 50 mA cm-2."
sintered(Processing),"The SPS samples sintered at 600 or 650 degree C show insufficient necking, while for pellets sintered at 700 and 750 degree C, it is evident that the structure is less porous, resulting from enhanced necking between particles."
600 or 650 degree C(Condition),"The SPS samples sintered at 600 or 650 degree C show insufficient necking, while for pellets sintered at 700 and 750 degree C, it is evident that the structure is less porous, resulting from enhanced necking between particles."
sintered(Processing),"The SPS samples sintered at 600 or 650 degree C show insufficient necking, while for pellets sintered at 700 and 750 degree C, it is evident that the structure is less porous, resulting from enhanced necking between particles."
